protein_id	gene_names	peptides	intensity
P63244	GNB2L1	12	194320000
P09211	GSTP1	7	194000000
P60842	EIF4A1	16	193200000
Q07065	CKAP4	22	191870000
P12110	COL6A2	16	191130000
Q9HC84	MUC5B	42	189810000
P23396	RPS3	18	189150000
P18206	VCL	36	188560000
P23381	WARS	21	187760000
P30041	PRDX6	14	187690000
P17931	LGALS3	9	187420000
P08311	CTSG	12	186580000
P01011	SERPINA3	14	186120000
P68366	TUBA4A	22	184410000
P40925	MDH1	9	183300000
Q06830	PRDX1	15	183120000
P07339	CTSD	14	182870000
Q02878	RPL6	13	181230000
P61626	LYZ	6	179920000
P49368	CCT3	24	179580000
Q08211	DHX9	27	179510000
P26641	EEF1G	13	179380000
Q96AG4	LRRC59	10	179230000
P48735	IDH2	19	179180000
P60174	TPI1	12	179180000
P49411	TUFM	11	176620000
P49748	ACADVL	19	175820000
P53621	COPA	30	172320000
P05386	RPLP1	2	171560000
P04792	HSPB1	10	169860000
P01833	PIGR	19	168200000
P16401	HIST1H1B	10	167740000
P62424	RPL7A	11	166350000
O95198	KLHL2	1	165030000
P04844	RPN2	11	164000000
P50990	CCT8	25	163150000
Q15365	PCBP1	11	161460000
P50454	SERPINH1	16	159320000
P50991	CCT4	19	158130000
P78527	PRKDC	62	158070000
P78371	CCT2	18	157990000
Q01995	TAGLN	13	151560000
P59998	ARPC4	5	151470000
P51659	HSD17B4	19	151060000
P42704	LRPPRC	40	145130000
P09382	LGALS1	6	142710000
Q04917	YWHAH	12	141070000
Q9P2E9	RRBP1	35	140820000
P15880	RPS2	14	138250000
Q99832	CCT7	21	137980000
P61247	RPS3A	11	137450000
Q92841	DDX17	20	135900000
P12956	XRCC6	20	135400000
P07954	FH	13	135020000
Q14974	KPNB1	17	133500000
Q16658	FSCN1	21	133490000
P52209	PGD	15	132670000
P10909	CLU	9	132590000
Q99497	PARK7	11	132420000
P09972	ALDOC	10	130460000
P62263	RPS14	6	130360000
P43243	MATR3	18	130040000
P26373	RPL13	7	129110000
P17987	TCP1	24	127660000
Q86VP6	CAND1	19	126060000
P12724	RNASE3	5	122510000
Q12864	CDH17	18	122190000
Q06323	PSME1	11	121800000
Q07021	C1QBP	5	119050000
P46781	RPS9	12	118910000
Q14103	HNRNPD	8	116580000
P40939	HADHA	21	116530000
P30153	PPP2R1A	16	116300000
Q9Y678	COPG1	20	115980000
P13804	ETFA	12	114990000
P00387	CYB5R3	11	114800000
O75367	H2AFY	11	113900000
P62249	RPS16	9	113450000
P61769	B2M	3	113200000
P31946	YWHAB	11	112530000
P34932	HSPA4	18	112220000
P24752	ACAT1	8	112030000
P62269	RPS18	10	111650000
Q7KZF4	SND1	24	110920000
P11678	EPX	17	110820000
Q15366	PCBP2	7	110510000
Q96QK1	VPS35	16	109360000
Q14126	DSG2	19	109210000
P62701	RPS4X	16	108900000
Q8WUM4	PDCD6IP	29	107700000
P29692	EEF1D	7	106890000
P26038	MSN	22	106580000
P48643	CCT5	16	105390000
Q13263	TRIM28	16	105120000
P30050	RPL12	7	104990000
O75083	WDR1	17	103810000
O60506	SYNCRIP	16	103010000
Q00325	SLC25A3	5	102330000
P62899	RPL31	4	102140000
Q16555	DPYSL2	17	101710000
P62277	RPS13	7	101580000
O60701	UGDH	14	101220000
Q07020	RPL18	7	100980000
Q99766	ATP5S	1	100520000
P54819	AK2	9	99268000
P31948	STIP1	13	98594000
Q9Y6N5	SQRDL	17	98537000
P13489	RNH1	14	98237000
P20700	LMNB1	18	97382000
Q12905	ILF2	13	97090000
O00159	MYO1C	26	96233000
P36952	SERPINB5	13	95446000
Q99623	PHB2	11	95267000
Q92616	GCN1L1	42	94711000
Q8NBS9	TXNDC5	9	94529000
P62829	RPL23	5	93364000
P50995	ANXA11	13	91879000
Q00796	SORD	8	91868000
P13010	XRCC5	22	91801000
P16422	EPCAM	7	91112000
Q07960	ARHGAP1	10	91005000
P62851	RPS25	5	90358000
P05026	ATP1B1	6	90085000
P00738	HP	14	89313000
P62913	RPL11	7	89252000
P31939	ATIC	20	89197000
P11586	MTHFD1	18	89049000
Q08380	LGALS3BP	11	88500000
P35606	COPB2	19	88330000
P53618	COPB1	19	87724000
P30084	ECHS1	9	87230000
P30040	ERP29	9	86995000
Q13576	IQGAP2	25	86918000
Q96KP4	CNDP2	14	85278000
Q9UJZ1	STOML2	6	84507000
P16144	ITGB4	23	84293000
P09651	HNRNPA1	14	84184000
P17174	GOT1	11	84168000
Q12906	ILF3	13	82486000
Q9BYZ8	REG4	7	82399000
P80188	LCN2	8	82105000
P22695	UQCRC2	13	81148000
P14923	JUP	20	80732000
P62081	RPS7	8	80283000
Q9UL46	PSME2	8	78861000
P30086	PEBP1	6	78806000
Q13200	PSMD2	19	77719000
P48047	ATP5O	9	77466000
O60664	PLIN3	10	76923000
P26640	VARS	24	76305000
P55145	MANF	7	75144000
P27348	YWHAQ	15	74872000
P00966	ASS1	11	74708000
P52272	HNRNPM	18	74528000
P04003	C4BPA	11	74459000
P51149	RAB7A	13	74418000
P51571	SSR4	5	74212000
P21399	ACO1	14	74073000
P37837	TALDO1	8	73823000
Q16851	UGP2	11	73801000
P15311	EZR	22	73724000
Q7Z406	MYH14	44	73481000
Q14152	EIF3A	15	73086000
P39019	RPS19	10	72930000
O00391	QSOX1	8	72385000
Q14166	TTLL12	11	71833000
P14174	MIF	2	71757000
Q13838	DDX39B	11	71723000
Q12931	TRAP1	17	71359000
Q15181	PPA1	12	71276000
Q16762	TST	9	70078000
P61960	UFM1	4	69817000
Q9Y265	RUVBL1	11	68963000
P62750	RPL23A	9	68853000
P31943	HNRNPH1	10	68643000
P01892	HLA-A	11	68563000
P35237	SERPINB6	11	68529000
P38117	ETFB	11	68253000
O43175	PHGDH	13	68031000
P31930	UQCRC1	13	67866000
P41250	GARS	13	67539000
P14866	HNRNPL	15	67121000
P08246	ELANE	5	66888000
O75947	ATP5H	8	66718000
P30085	CMPK1	8	66540000
P14314	PRKCSH	11	66386000
P36776	LONP1	16	65721000
Q92598	HSPH1	21	65269000
P54886	ALDH18A1	16	65091000
P02461	COL3A1	1	64813000
P00751	CFB	15	64776000
O00571	DDX3X	17	64634000
P23526	AHCY	10	64558000
P22234	PAICS	15	64359000
Q9BS26	ERP44	7	64330000
P42766	RPL35	3	64124000
O43776	NARS	13	64103000
P54136	RARS	13	63619000
P22102	GART	20	63074000
P55060	CSE1L	15	62387000
P78417	GSTO1	8	62363000
P07384	CAPN1	13	62164000
P24534	EEF1B2	4	62039000
P19367	HK1	25	62022000
P21810	BGN	6	61985000
P43490	NAMPT	14	61898000
Q16891	IMMT	13	61471000
P39656	DDOST	9	61455000
O43390	HNRNPR	16	61005000
Q92945	KHSRP	15	60858000
P36957	DLST	6	60195000
P37108	SRP14	5	60041000
P31942	HNRNPH3	4	59935000
O60716	CTNND1	20	59279000
P63010	AP2B1	16	59153000
P00505	GOT2	8	59119000
O75390	CS	11	58752000
Q15185	PTGES3	4	58648000
P42765	ACAA2	15	58343000
P61313	RPL15	7	58111000
P12268	IMPDH2	13	58083000
Q9Y6C2	EMILIN1	16	57913000
Q15437	SEC23B	16	57616000
P30043	BLVRB	8	57093000
Q13162	PRDX4	9	57004000
P17844	DDX5	18	56827000
P62753	RPS6	9	56457000
P46776	RPL27A	5	55835000
P62136	PPP1CA	12	55693000
Q05315	CLC	2	55682000
P49588	AARS	16	55617000
P31146	CORO1A	10	55107000
O60763	USO1	15	54863000
O15143	ARPC1B	8	54797000
P00491	PNP	13	54786000
P35555	FBN1	20	54726000
Q8N257	HIST3H2BB	7	54198000
Q14651	PLS1	17	54174000
P47914	RPL29	2	54043000
P08572	COL4A2	8	53595000
P62280	RPS11	10	53415000
Q9BSJ8	ESYT1	12	53406000
P09874	PARP1	15	53315000
P23229	ITGA6	19	53245000
O00151	PDLIM1	8	53045000
Q01813	PFKP	15	52860000
P62826	RAN	7	52284000
Q9UQ80	PA2G4	13	52120000
P17980	PSMC3	11	52110000
O75533	SF3B1	13	52035000
P07858	CTSB	6	51005000
P30837	ALDH1B1	11	50561000
P53396	ACLY	14	50361000
Q96I99	SUCLG2	12	50002000
Q9ULV4	CORO1C	6	49983000
P47755	CAPZA2	7	49737000
Q02978	SLC25A11	5	49300000
P62244	RPS15A	5	48679000
P62917	RPL8	5	48650000
Q15393	SF3B3	17	48613000
P56192	MARS	9	48520000
P35222	CTNNB1	20	48492000
Q9HDC9	APMAP	7	48487000
P30048	PRDX3	5	48389000
Q16822	PCK2	9	48096000
O43491	EPB41L2	13	47747000
P55084	HADHB	14	47520000
P36871	PGM1	13	47511000
P47897	QARS	15	47179000
Q04637	EIF4G1	12	46713000
O94979	SEC31A	12	46611000
Q9Y6R7	FCGBP	21	46448000
Q13011	ECH1	6	46337000
Q03252	LMNB2	18	46305000
P49189	ALDH9A1	12	46197000
P61981	YWHAG	11	46171000
P02730	SLC4A1	10	46159000
P32969	RPL9	4	45972000
P01008	SERPINC1	12	45792000
P10153	RNASE2	3	45516000
P35998	PSMC2	16	45510000
Q9NTK5	OLA1	7	45342000
P31040	SDHA	10	45264000
P41252	IARS	18	45136000
P13727	PRG2	6	45113000
O43852	CALU	8	45041000
Q9Y277	VDAC3	8	44987000
P35268	RPL22	2	44892000
O75874	IDH1	12	44723000
Q8WUF5	PPP1R13L	1	44673000
O95202	LETM1	12	44153000
P52907	CAPZA1	7	43994000
P13861	PRKAR2A	9	43677000
P35270	SPR	5	43573000
Q9Y262	EIF3L	12	43461000
P08195	SLC3A2	10	43274000
Q9NY33	DPP3	10	42908000
P05455	SSB	6	42899000
Q9BVK6	TMED9	7	42842000
P25325	MPST	5	42735000
Q15459	SF3A1	12	42655000
Q5SSJ5	HP1BP3	9	42574000
P42224	STAT1	18	42053000
P13073	COX4I1	4	41950000
P11766	ADH5	7	41567000
P50914	RPL14	4	41473000
P62191	PSMC1	12	41269000
P34897	SHMT2	12	41059000
O00410	IPO5	19	40927000
P52565	ARHGDIA	3	40890000
Q99959	PKP2	8	40832000
Q16629	SRSF7	5	40728000
P27708	CAD	21	40481000
P07741	APRT	8	40212000
O95573	ACSL3	7	40143000
P68036	UBE2L3	3	40101000
Q16698	DECR1	7	39974000
P22307	SCP2	9	39932000
P56537	EIF6	5	39897000
P14406	COX7A2	3	39808000
P09960	LTA4H	12	39582000
Q15029	EFTUD2	12	39535000
P01903	HLA-DRA	5	39417000
P46777	RPL5	8	39359000
P61163	ACTR1A	5	39283000
P04080	CSTB	4	39071000
P36542	ATP5C1	7	39014000
Q9Y230	RUVBL2	15	38895000
P05062	ALDOB	10	38719000
Q08257	CRYZ	9	38655000
P12270	TPR	25	38542000
Q16531	DDB1	14	38445000
P17858	PFKL	12	38303000
P48444	ARCN1	10	38286000
Q02338	BDH1	6	38228000
Q15907	RAB11B	10	38213000
O95831	AIFM1	15	37587000
P26368	U2AF2	7	37549000
Q13509	TUBB3	19	37492000
P15153	RAC2	7	37478000
Q9NRL2	BAZ1A	2	37245000
Q6P2Q9	PRPF8	21	37001000
P61923	COPZ1	5	36965000
Q99536	VAT1	7	36760000
P27695	APEX1	8	36604000
O15144	ARPC2	10	36547000
O43242	PSMD3	10	36272000
Q9UBQ7	GRHPR	4	36182000
Q9Y5B9	SUPT16H	10	36142000
P33121	ACSL1	13	36102000
P47756	CAPZB	7	36092000
Q02543	RPL18A	5	35769000
P49257	LMAN1	10	35685000
Q16543	CDC37	7	35491000
Q8NBQ5	HSD17B11	6	35378000
P01891	HLA-A	11	35320000
P52566	ARHGDIB	5	35110000
Q53GQ0	HSD17B12	6	34983000
P42677	RPS27	5	34939000
O00231	PSMD11	12	34846000
P11413	G6PD	11	34727000
O94760	DDAH1	8	34456000
Q8WVV4	POF1B	12	34443000
Q08945	SSRP1	9	34334000
P43307	SSR1	3	33825000
Q8N163	CCAR2	10	33812000
P35637	FUS	6	33723000
Q9H299	SH3BGRL3	3	33676000
P17655	CAPN2	13	33486000
P00915	CA1	5	33454000
P21964	COMT	4	33423000
P14868	DARS	12	33411000
P25789	PSMA4	7	33404000
Q9BZZ5	API5	8	33346000
O95433	AHSA1	3	32862000
O15145	ARPC3	5	32837000
P51148	RAB5C	6	32718000
P16152	CBR1	9	32644000
P62333	PSMC6	6	32352000
P42166	TMPO	7	32312000
P84098	RPL19	3	32060000
Q02790	FKBP4	12	31867000
P49207	RPL34	4	31825000
Q12907	LMAN2	7	31629000
P21291	CSRP1	6	31610000
Q15019	SEPT2	6	31600000
Q9NVA2	SEPT11	8	31365000
P60900	PSMA6	6	31328000
Q9P2J5	LARS	12	31273000
P50213	IDH3A	9	31256000
P24666	ACP1	5	31232000
P51970	NDUFA8	4	30905000
P16402	HIST1H1D	11	30887000
P53597	SUCLG1	6	30881000
P55884	EIF3B	12	30841000
Q9H8Y8	GORASP2	6	30824000
O60547	GMDS	8	30781000
P83731	RPL24	5	30509000
P51911	CNN1	9	30449000
O95373	IPO7	12	30413000
P62879	GNB2	7	30340000
P16615	ATP2A2	13	30323000
Q7Z6Z7	HUWE1	21	30102000
O00567	NOP56	10	29776000
