protein_id	gene_names	peptides	intensity
P62917	RPL8	9	19410000
Q01813	PFKP	24	19394000
P49189	ALDH9A1	15	19343000
P62249	RPS16	9	19290000
P20073	ANXA7	9	19221000
P26640	VARS	21	19217000
P05455	SSB	8	19108000
Q9ULV4	CORO1C	12	19091000
O75368	SH3BGRL	8	18988000
P15311	EZR	25	18909000
P38606	ATP6V1A	13	18891000
Q12864	CDH17	14	18674000
P62280	RPS11	10	18636000
P13797	PLS3	22	18551000
Q16658	FSCN1	15	18514000
P07357	C8A	9	18508000
P02746	C1QB	6	18468000
P04216	THY1	3	18456000
P08581	MET	2	18384000
Q9Y3Z3	SAMHD1	19	18321000
P02794	FTH1	10	18317000
O14773	TPP1	6	18292000
P00491	PNP	14	18290000
Q12905	ILF2	10	18199000
P62333	PSMC6	11	18151000
P29590	PML	16	18053000
P48444	ARCN1	12	17970000
Q9UL46	PSME2	12	17962000
P62244	RPS15A	6	17923000
P17858	PFKL	18	17874000
Q15185	PTGES3	6	17820000
Q15436	SEC23A	17	17801000
Q15907	RAB11B	7	17784000
P61769	B2M	3	17580000
O75874	IDH1	12	17474000
P17174	GOT1	12	17434000
P32969	RPL9	7	17422000
P62899	RPL31	4	17127000
Q12805	EFEMP1	12	17110000
P02760	AMBP	9	17001000
Q15233	NONO	11	16978000
P30086	PEBP1	8	16932000
Q02543	RPL18A	5	16932000
Q9Y265	RUVBL1	10	16906000
P07384	CAPN1	11	16886000
Q13011	ECH1	5	16844000
P84098	RPL19	7	16834000
P36952	SERPINB5	10	16785000
Q92945	KHSRP	15	16724000
P38117	ETFB	11	16607000
P23526	AHCY	11	16528000
P41250	GARS	11	16447000
O00571	DDX3X	19	16408000
P08519	LPA	7	16381000
Q15942	ZYX	12	16366000
P42224	STAT1	13	16363000
O94979	SEC31A	18	16362000
P00505	GOT2	9	16332000
O43390	HNRNPR	15	16243000
P35222	CTNNB1	16	16115000
P25325	MPST	6	16006000
P09871	C1S	10	15968000
P30626	SRI	8	15824000
Q15691	MAPRE1	8	15814000
P52790	HK3	17	15784000
O60716	CTNND1	22	15767000
P09467	FBP1	6	15722000
P35268	RPL22	3	15627000
P49257	LMAN1	13	15515000
Q53GG5	PDLIM3	6	15436000
P00966	ASS1	7	15414000
Q15437	SEC23B	12	15301000
P35754	GLRX	6	15294000
O00231	PSMD11	10	15212000
O15144	ARPC2	9	14947000
P10153	RNASE2	6	14894000
Q15181	PPA1	10	14893000
P61163	ACTR1A	7	14805000
P28066	PSMA5	10	14717000
P09493	TPM1	22	14711000
P30043	BLVRB	9	14678000
O43852	CALU	13	14660000
Q9Y3I0	RTCB	9	14628000
Q16698	DECR1	11	14463000
Q96I99	SUCLG2	12	14416000
P26583	HMGB2	11	14365000
Q15113	PCOLCE	9	14319000
P51148	RAB5C	7	14303000
Q9UJ70	NAGK	13	14185000
Q9BVK6	TMED9	9	14172000
Q9NRP0	OSTC	1	14110000
O60763	USO1	16	13996000
P08195	SLC3A2	8	13984000
Q9BZZ5	API5	8	13944000
Q13200	PSMD2	16	13899000
Q9UBQ7	GRHPR	9	13823000
Q9Y696	CLIC4	12	13774000
P16152	CBR1	11	13754000
Q13509	TUBB3	23	13693000
P40199	CEACAM6	4	13689000
P13674	P4HA1	11	13575000
P10643	C7	14	13546000
P07602	PSAP	7	13522000
P11413	G6PD	16	13444000
P57737	CORO7	10	13426000
Q96HC4	PDLIM5	15	13424000
P62857	RPS28	7	13389000
Q9HC38	GLOD4	11	13385000
P42677	RPS27	3	13311000
P36542	ATP5C1	8	13297000
Q92616	GCN1L1	28	13284000
Q9BR76	CORO1B	11	13281000
P42766	RPL35	5	13270000
Q8N163	CCAR2	12	13224000
P55145	MANF	7	13215000
P20674	COX5A	6	13195000
Q9H223	EHD4	12	13136000
