protein_id	gene_names	peptides	intensity
Q02790	FKBP4	24	88636000
P60709	ACTB	29	88225000
Q15185	PTGES3	6	87569000
Q13200	PSMD2	28	87312000
P15153	RAC2	9	86814000
P00352	ALDH1A1	21	86487000
P30044	PRDX5	11	86245000
P13804	ETFA	12	85857000
P05026	ATP1B1	8	85411000
Q9BQE3	TUBA1C	27	84823000
P20160	AZU1	6	84713000
O60763	USO1	26	84211000
Q03518	TAP1	14	84154000
P46776	RPL27A	8	83839000
O43390	HNRNPR	20	83735000
P24158	PRTN3	7	83716000
Q12905	ILF2	13	83655000
P09960	LTA4H	20	83447000
P54136	RARS	29	83397000
P68366	TUBA4A	26	83023000
P62244	RPS15A	6	82547000
Q16851	UGP2	17	82222000
O15145	ARPC3	7	82053000
P13073	COX4I1	9	81788000
P51911	CNN1	12	81274000
P62081	RPS7	14	81168000
P30048	PRDX3	4	81047000
P30086	PEBP1	10	80761000
P48444	ARCN1	21	79888000
P00505	GOT2	15	79429000
Q9Y3U8	RPL36	5	78824000
P56134	ATP5J2	4	77952000
P16422	EPCAM	10	77282000
Q14152	EIF3A	32	77273000
P61769	B2M	4	76933000
P55145	MANF	11	76218000
P10153	RNASE2	3	76175000
P07384	CAPN1	20	74727000
P30085	CMPK1	10	74557000
O75947	ATP5H	10	74430000
Q9H4A4	RNPEP	21	74067000
Q14126	DSG2	22	74002000
P24539	ATP5F1	13	73866000
P15311	EZR	30	73398000
P31939	ATIC	24	73127000
P42766	RPL35	7	73088000
P04080	CSTB	5	72963000
Q9ULV4	CORO1C	17	72894000
P04844	RPN2	20	72820000
Q14651	PLS1	23	72644000
P49588	AARS	28	72608000
O60716	CTNND1	25	72403000
P00491	PNP	14	72373000
P54819	AK2	14	72366000
Q07021	C1QBP	6	72349000
Q15181	PPA1	15	71919000
Q9NR45	NANS	11	71448000
P22234	PAICS	17	71209000
P53396	ACLY	31	70706000
P26640	VARS	33	70488000
Q92499	DDX1	24	70325000
P19367	HK1	29	69633000
O60701	UGDH	19	69320000
Q12907	LMAN2	12	68296000
P42677	RPS27	5	68273000
P62910	RPL32	11	67422000
Q03252	LMNB2	29	67375000
P17980	PSMC3	23	67202000
P38117	ETFB	14	66316000
P35637	FUS	7	65870000
P51571	SSR4	5	65369000
Q99575	POP1	1	64884000
P22307	SCP2	13	64773000
P32969	RPL9	10	64426000
P01892	HLA-A	20	64180000
P11413	G6PD	20	63901000
P36952	SERPINB5	16	63475000
Q16555	DPYSL2	19	63030000
O75363	BCAS1	6	62910000
Q7KZF4	SND1	29	62813000
Q16762	TST	10	62616000
P60900	PSMA6	13	62379000
P22102	GART	23	62365000
P28066	PSMA5	9	62289000
P68036	UBE2L3	5	62078000
P17213	BPI	12	61972000
Q9BVK6	TMED9	9	61589000
P07585	DCN	8	61381000
P51149	RAB7A	16	61278000
P09874	PARP1	29	61266000
Q6P2Q9	PRPF8	45	61064000
Q15437	SEC23B	18	61006000
P34897	SHMT2	17	60558000
P50552	VASP	16	60311000
O75874	IDH1	13	60276000
P35237	SERPINB6	16	60172000
Q07960	ARHGAP1	14	59909000
P41218	MNDA	15	59759000
P60174	TPI1	13	59360000
P41252	IARS	32	59069000
Q15046	KARS	22	59034000
P37108	SRP14	6	59031000
O00231	PSMD11	16	59025000
P21291	CSRP1	8	58596000
O00410	IPO5	29	58215000
P29590	PML	23	57798000
Q04637	EIF4G1	32	57597000
P17655	CAPN2	18	57445000
Q8NC51	SERBP1	14	57401000
Q92896	GLG1	23	57257000
P27348	YWHAQ	18	56916000
P17844	DDX5	22	56797000
P35222	CTNNB1	30	56751000
P35268	RPL22	4	56300000
P55884	EIF3B	21	55973000
P47897	QARS	30	55900000
Q96KP4	CNDP2	15	55841000
Q16698	DECR1	11	55708000
P24534	EEF1B2	7	55493000
P61923	COPZ1	6	55344000
P26583	HMGB2	10	54964000
P62333	PSMC6	13	54923000
P47914	RPL29	2	54545000
P43243	MATR3	19	54525000
P63010	AP2B1	25	54325000
P30837	ALDH1B1	14	54205000
P63220	RPS21	6	54046000
O75531	BANF1	4	53667000
P17096	HMGA1	4	53543000
O94979	SEC31A	25	53408000
Q53GQ0	HSD17B12	9	53264000
P39060	COL18A1	11	53234000
P52566	ARHGDIB	9	53005000
O43852	CALU	9	52702000
Q8IVT2	MISP	16	51952000
P49257	LMAN1	10	51914000
P80188	LCN2	8	51491000
O60844	ZG16	4	51482000
P30626	SRI	9	51454000
Q01813	PFKP	24	51280000
P55060	CSE1L	23	51028000
P84098	RPL19	7	50989000
O00159	MYO1C	22	50627000
P14174	MIF	3	50534000
Q99959	PKP2	22	50425000
Q16891	IMMT	20	50408000
O14579	COPE	15	50328000
Q92945	KHSRP	23	50268000
P46778	RPL21	5	50267000
Q15233	NONO	16	50113000
Q14019	COTL1	11	49902000
Q96S66	CLCC1	1	49714000
P62847	RPS24	5	49460000
P36957	DLST	8	49342000
Q16658	FSCN1	17	49317000
Q9HC84	MUC5B	38	49055000
Q9BR76	CORO1B	10	48982000
O14773	TPP1	7	48953000
P25786	PSMA1	11	48924000
Q15029	EFTUD2	23	48694000
Q00796	SORD	14	48554000
Q9BSJ8	ESYT1	20	48543000
O15511	ARPC5	4	48524000
Q05707	COL14A1	30	48324000
Q9UHB6	LIMA1	21	48247000
P31942	HNRNPH3	5	48242000
P01011	SERPINA3	14	47958000
Q9NQW7	XPNPEP1	13	47650000
Q15393	SF3B3	23	47190000
Q08380	LGALS3BP	12	47002000
P38606	ATP6V1A	18	46635000
P14406	COX7A2	3	46595000
P16144	ITGB4	26	46590000
Q96TA1	FAM129B	18	46438000
P61163	ACTR1A	10	46334000
Q16836	HADH	7	46095000
P47755	CAPZA2	10	46036000
P51572	BCAP31	9	46020000
Q14258	TRIM25	20	45918000
P62857	RPS28	5	45859000
O60664	PLIN3	12	45698000
P10909	CLU	9	45647000
P55327	TPD52	12	45639000
P24752	ACAT1	12	45587000
O75533	SF3B1	28	45224000
Q9NZN4	EHD2	20	44612000
P11766	ADH5	10	44606000
Q14247	CTTN	24	44197000
P20618	PSMB1	8	44109000
O15533	TAPBP	5	44053000
Q9Y2Q3	GSTK1	7	43978000
P13797	PLS3	23	43900000
P62136	PPP1CA	15	43657000
O43776	NARS	16	43649000
P61019	RAB2A	12	43448000
Q15417	CNN3	5	43414000
Q99729	HNRNPAB	6	43360000
Q9Y265	RUVBL1	15	43141000
P16402	HIST1H1D	12	42964000
P80217	IFI35	7	42934000
P51148	RAB5C	8	42904000
Q9P0L0	VAPA	10	42899000
Q9Y277	VDAC3	9	42809000
P56192	MARS	18	42793000
P42166	TMPO	17	42704000
P62191	PSMC1	15	42055000
Q16822	PCK2	18	41917000
Q86UX7	FERMT3	18	41834000
Q9P1F3	ABRACL	3	41752000
P36542	ATP5C1	10	41268000
Q96I99	SUCLG2	17	41237000
Q07955	SRSF1	11	41220000
Q9H4M9	EHD1	20	41126000
P02042	HBD	13	41093000
P23526	AHCY	9	40969000
Q9UHD8	SEPT9	14	40901000
P61970	NUTF2	5	40774000
Q16543	CDC37	10	40397000
P00751	CFB	17	40219000
Q1KMD3	HNRNPUL2	17	40089000
A8K7I4	CLCA1	22	40047000
Q9UMS4	PRPF19	10	40012000
P49913	CAMP	7	39969000
Q99460	PSMD1	21	39681000
P11277	SPTB	6	39637000
O95782	AP2A1	21	39569000
Q12931	TRAP1	17	39465000
P60981	DSTN	12	39335000
O75915	ARL6IP5	6	39274000
P16152	CBR1	16	39128000
P52907	CAPZA1	8	39007000
P62879	GNB2	10	38967000
P62266	RPS23	5	38888000
Q5SSJ5	HP1BP3	15	38446000
Q14315	FLNC	50	38418000
Q9UJU6	DBNL	15	38355000
P49189	ALDH9A1	15	38315000
Q92522	H1FX	8	38171000
