protein_id	gene_names	peptides	intensity
Q7KZF4	SND1	24	110920000
P60709	ACTB	23	15170000
P63261	ACTG1	23	3814500000
P50395	GDI2	23	252100000
P16144	ITGB4	23	84293000
P05164	MPO	23	286020000
Q15582	TGFBI	23	283160000
P38646	HSPA9	22	366960000
P26038	MSN	22	106580000
P68366	TUBA4A	22	184410000
P15311	EZR	22	73724000
P13010	XRCC5	22	91801000
Q07065	CKAP4	22	191870000
P27708	CAD	21	40481000
P40939	HADHA	21	116530000
Q16658	FSCN1	21	133490000
P23381	WARS	21	187760000
Q9Y6R7	FCGBP	21	46448000
Q7Z6Z7	HUWE1	21	30102000
Q99832	CCT7	21	137980000
Q6P2Q9	PRPF8	21	37001000
Q92598	HSPH1	21	65269000
Q9BQE3	TUBA1C	21	269410000
P62736	ACTA2	20	420210000
P05091	ALDH2	20	248250000
P31939	ATIC	20	89197000
P35222	CTNNB1	20	48492000
O60716	CTNND1	20	59279000
P35555	FBN1	20	54726000
P02679	FGG	20	1770600000
P12956	XRCC6	20	135400000
P22102	GART	20	63074000
Q00839	HNRNPU	20	235730000
P14923	JUP	20	80732000
P36578	RPL4	20	229940000
Q13885	TUBB2A	20	5558900
Q92841	DDX17	20	135900000
Q9Y678	COPG1	20	115980000
Q9BVA1	TUBB2B	20	1554100
P49748	ACADVL	19	175820000
P63267	ACTG2	19	0
P53618	COPB1	19	87724000
Q14126	DSG2	19	109210000
P51659	HSD17B4	19	151060000
P48735	IDH2	19	179180000
P23229	ITGA6	19	53245000
O00410	IPO5	19	40927000
P01833	PIGR	19	168200000
Q13200	PSMD2	19	77719000
P63104	YWHAZ	19	615460000
P35606	COPB2	19	88330000
Q13509	TUBB3	19	37492000
P04350	TUBB4A	19	0
P50991	CCT4	19	158130000
Q86VP6	CAND1	19	126060000
Q12864	CDH17	18	122190000
P17844	DDX5	18	56827000
P34932	HSPA4	18	112220000
P41252	IARS	18	45136000
P20700	LMNB1	18	97382000
P40926	MDH2	18	576350000
P11586	MTHFD1	18	89049000
P52272	HNRNPM	18	74528000
P19338	NCL	18	295040000
P04843	RPN1	18	213180000
P23396	RPS3	18	189150000
P42224	STAT1	18	42053000
P43243	MATR3	18	130040000
P78371	CCT2	18	157990000
Q03252	LMNB2	18	46305000
P12429	ANXA3	17	195700000
O00571	DDX3X	17	64634000
Q16555	DPYSL2	17	101710000
Q14974	KPNB1	17	133500000
O15230	LAMA5	17	25773000
Q14651	PLS1	17	54174000
P62258	YWHAE	17	273360000
P11678	EPX	17	110820000
O75083	WDR1	17	103810000
Q12931	TRAP1	17	71359000
Q15393	SF3B3	17	48613000
Q9Y6N5	SQRDL	17	98537000
P49588	AARS	16	55617000
P63010	AP2B1	16	59153000
P04083	ANXA1	16	255580000
P27824	CANX	16	335890000
P50454	SERPINH1	16	159320000
P12110	COL6A2	16	191130000
P60842	EIF4A1	16	193200000
P06744	GPI	16	306280000
P30153	PPP2R1A	16	116300000
P35998	PSMC2	16	45510000
P54886	ALDH18A1	16	65091000
P62701	RPS4X	16	108900000
P21796	VDAC1	16	442810000
P53675	CLTCL1	16	0
P36776	LONP1	16	65721000
Q15084	PDIA6	16	841730000
Q13263	TRIM28	16	105120000
O43390	HNRNPR	16	61005000
Q15437	SEC23B	16	57616000
O60506	SYNCRIP	16	103010000
Q15063	POSTN	16	201600000
Q9Y6C2	EMILIN1	16	57913000
P48643	CCT5	16	105390000
Q96QK1	VPS35	16	109360000
P09874	PARP1	15	53315000
P09525	ANXA4	15	199810000
P00751	CFB	15	64776000
P27797	CALR	15	411440000
P55060	CSE1L	15	62387000
P31150	GDI1	15	12373000
P14866	HNRNPL	15	67121000
Q06830	PRDX1	15	183120000
Q01813	PFKP	15	52860000
P52209	PGD	15	132670000
P47897	QARS	15	47179000
Q92945	KHSRP	15	60858000
O60763	USO1	15	54863000
Q14152	EIF3A	15	73086000
O95831	AIFM1	15	37587000
P42765	ACAA2	15	58343000
P22234	PAICS	15	64359000
Q9Y230	RUVBL2	15	38895000
P27348	YWHAQ	15	74872000
P01011	SERPINA3	14	186120000
P53396	ACLY	14	50361000
P21399	ACO1	14	74073000
P07339	CTSD	14	182870000
Q16531	DDB1	14	38445000
Q9UGM3	DMBT1	14	277620000
P55084	HADHB	14	47520000
P68871	HBB	14	7632300000
P09651	HNRNPA1	14	84184000
P00738	HP	14	89313000
P54652	HSPA2	14	2535600
P13797	PLS3	14	22670000
P23284	PPIB	14	340600000
P06737	PYGL	14	18903000
P13489	RNH1	14	98237000
P15880	RPS2	14	138250000
O60701	UGDH	14	101220000
Q05707	COL14A1	14	24511000
P45880	VDAC2	14	231120000
P37802	TAGLN2	14	278110000
P30041	PRDX6	14	187690000
P43490	NAMPT	14	61898000
Q9H4M9	EHD1	14	29195000
Q9UQ35	SRRM2	14	25643000
Q13423	NNT	14	21911000
Q96KP4	CNDP2	14	85278000
O95782	AP2A1	13	24800000
Q10567	AP1B1	13	18264000
P05141	SLC25A5	13	346110000
P50995	ANXA11	13	91879000
P16615	ATP2A2	13	30323000
P38606	ATP6V1A	13	20509000
P07384	CAPN1	13	62164000
P17655	CAPN2	13	33486000
O00299	CLIC1	13	314340000
P26641	EEF1G	13	179380000
O43491	EPB41L2	13	47747000
P33121	ACSL1	13	36102000
P07954	FH	13	135020000
P41250	GARS	13	67539000
Q14789	GOLGB1	13	11781000
P61978	HNRNPK	13	624170000
Q12905	ILF2	13	97090000
Q12906	ILF3	13	82486000
P12268	IMPDH2	13	58083000
P07942	LAMB1	13	22925000
Q8WWI1	LMO7	13	27670000
O94832	MYO1D	13	26857000
O43776	NARS	13	64103000
P00491	PNP	13	54786000
Q9UQ80	PA2G4	13	52120000
P36871	PGM1	13	47511000
P36952	SERPINB5	13	95446000
P43686	PSMC4	13	25899000
P54136	RARS	13	63619000
Q02878	RPL6	13	181230000
Q01995	TAGLN	13	151560000
P31930	UQCRC1	13	67866000
P22695	UQCRC2	13	81148000
P51149	RAB7A	13	74418000
O00429	DNM1L	13	25790000
P31948	STIP1	13	98594000
Q16891	IMMT	13	61471000
O75533	SF3B1	13	52035000
O43175	PHGDH	13	68031000
Q63HN8	RNF213	13	9364100
Q8IVT2	MISP	13	24025000
P02042	HBD	13	196350000
P49189	ALDH9A1	12	46197000
P01008	SERPINC1	12	45792000
P04040	CAT	12	29560000
P23528	CFL1	12	533390000
P08123	COL1A2	12	488090000
Q02388	COL7A1	12	11500000
P08311	CTSG	12	186580000
P14868	DARS	12	33411000
Q92499	DDX1	12	29569000
Q04637	EIF4G1	12	46713000
P13804	ETFA	12	114990000
Q02790	FKBP4	12	31867000
P07686	HEXB	12	27483000
P52789	HK2	12	19531000
O75874	IDH1	12	44723000
Q15046	KARS	12	22354000
O95202	LETM1	12	44153000
P09960	LTA4H	12	39582000
P17858	PFKL	12	38303000
P35232	PHB	12	248350000
Q15181	PPA1	12	71276000
P62136	PPP1CA	12	55693000
P62191	PSMC1	12	41269000
O00231	PSMD11	12	34846000
P26599	PTBP1	12	328380000
P35241	RDX	12	156180
Q92900	UPF1	12	15252000
P62241	RPS8	12	250010000
P46781	RPS9	12	118910000
P34897	SHMT2	12	41059000
P32119	PRDX2	12	432640000
P60174	TPI1	12	179180000
P09493	TPM1	12	7609800
P67936	TPM4	12	17656000
Q04917	YWHAH	12	141070000
P62805	HIST1H4A	12	2359800000
P55884	EIF3B	12	30841000
Q96I99	SUCLG2	12	50002000
Q15029	EFTUD2	12	39535000
Q15459	SF3A1	12	42655000
P63244	GNB2L1	12	194320000
O95373	IPO7	12	30413000
Q9Y446	PKP3	12	22401000
O94979	SEC31A	12	46611000
Q9BSJ8	ESYT1	12	53406000
Q5T4S7	UBR4	12	12695000
Q9Y262	EIF3L	12	43461000
Q9P2J5	LARS	12	31273000
Q8WVV4	POF1B	12	34443000
Q9UKK3	PARP4	11	13340000
P30837	ALDH1B1	11	50561000
P00966	ASS1	11	74708000
P04003	C4BPA	11	74459000
O75390	CS	11	58752000
P00387	CYB5R3	11	114800000
P38117	ETFB	11	68253000
P11413	G6PD	11	34727000
P17174	GOT1	11	84168000
P16402	HIST1H1D	11	30887000
P10412	HIST1H1E	11	649660000
P01891	HLA-A	11	35320000
P01892	HLA-A	11	68563000
Q08380	LGALS3BP	11	88500000
Q15233	NONO	11	14947000
Q15365	PCBP1	11	161460000
P12004	PCNA	11	28461000
P35237	SERPINB6	11	68529000
P14314	PRKCSH	11	66386000
P17980	PSMC3	11	52110000
Q06323	PSME1	11	121800000
Q9H4A4	RNPEP	11	17638000
P62424	RPL7A	11	166350000
P04844	RPN2	11	164000000
P61247	RPS3A	11	137450000
P49411	TUFM	11	176620000
Q16851	UGP2	11	73801000
P31946	YWHAB	11	112530000
P61981	YWHAG	11	46171000
Q14258	TRIM25	11	24480000
Q13838	DDX39B	11	71723000
Q9Y265	RUVBL1	11	68963000
O75367	H2AFY	11	113900000
P38919	EIF4A3	11	21153000
Q15436	SEC23A	11	15443000
O95994	AGR2	11	1915000000
Q99497	PARK7	11	132420000
Q99623	PHB2	11	95267000
Q14166	TTLL12	11	71833000
Q7L576	CYFIP1	11	16914000
Q5JTH9	RRP12	11	7458500
Q9P2M7	CGN	11	12805000
Q27J81	INF2	11	12664000
Q96TA1	FAM129B	11	26973000
Q9BUF5	TUBB6	11	3817000
Q32P51	HNRNPA1L2	11	82339
O43747	AP1G1	10	13410000
P23526	AHCY	10	64558000
P05062	ALDOB	10	38719000
P09972	ALDOC	10	130460000
P20073	ANXA7	10	24534000
P48444	ARCN1	10	38286000
Q07960	ARHGAP1	10	91005000
P00918	CA2	10	274130000
P05198	EIF2S1	10	16805000
Q14240	EIF4A2	10	17759000
P16401	HIST1H1B	10	167740000
P58876	HIST1H2BD	10	0
Q9TNN7	HLA-C	10	13506000
P31943	HNRNPH1	10	68643000
P04792	HSPB1	10	169860000
P25685	DNAJB1	10	26289000
P08865	RPSA	10	474160000
P49257	LMAN1	10	35685000
Q9UM54	MYO6	10	12212000
P46459	NSF	10	21674000
P62195	PSMC5	10	22418000
O43242	PSMD3	10	36272000
Q16401	PSMD5	10	28306000
P22090	RPS4Y1	10	0
P51812	RPS6KA3	10	7092600
P62280	RPS11	10	53415000
P62269	RPS18	10	111650000
P39019	RPS19	10	72930000
P31040	SDHA	10	45264000
P08195	SLC3A2	10	43274000
P02730	SLC4A1	10	46159000
P26639	TARS	10	23379000
O43399	TPD52L2	10	17794000
O14980	XPO1	10	20743000
Q99879	HIST1H2BM	10	1475100000
P54577	YARS	10	25760000
Q13310	PABPC4	10	6531100
Q96AE4	FUBP1	10	17731000
Q15907	RAB11B	10	38213000
O60841	EIF5B	10	18516000
Q8N1F7	NUP93	10	8106000
Q9Y2W1	THRAP3	10	11864000
Q9NY33	DPP3	10	42908000
O15144	ARPC2	10	36547000
O00148	DDX39A	10	2597500
O60664	PLIN3	10	76923000
O00567	NOP56	10	29776000
Q13435	SF3B2	10	13156000
P31146	CORO1A	10	55107000
Q9Y5B9	SUPT16H	10	36142000
Q8WVM8	SCFD1	10	29429000
P30044	PRDX5	10	248180000
Q9UJU6	DBNL	10	16493000
Q96AG4	LRRC59	10	179230000
Q8N163	CCAR2	10	33812000
Q8TD30	GPT2	10	20580000
Q9C0C2	TNKS1BP1	10	7299400
Q8TD47	RPS4Y2	10	2176700
O00468	AGRN	10	13350000
O94973	AP2A2	9	9603100
P54819	AK2	9	99268000
P84095	RHOG	9	25839000
P48047	ATP5O	9	77466000
P16152	CBR1	9	32644000
P10909	CLU	9	132590000
P51911	CNN1	9	30449000
Q08257	CRYZ	9	38655000
Q14203	DCTN1	9	17270000
P39656	DDOST	9	61455000
O43143	DHX15	9	17260000
P30084	ECHS1	9	87230000
Q14247	CTTN	9	23600000
Q13045	FLII	9	19445000
P31947	SFN	9	26539000
P34931	HSPA1L	9	0
P50213	IDH3A	9	31256000
P60228	EIF3E	9	18612000
Q14573	ITPR3	9	8988100
P17931	LGALS3	9	187420000
P56470	LGALS4	9	255390000
P27816	MAP4	9	10945000
P56192	MARS	9	48520000
P25205	MCM3	9	15764000
P40925	MDH1	9	183300000
P14780	MMP9	9	10397000
Q02252	ALDH6A1	9	20579000
P28331	NDUFS1	9	29618000
O60313	OPA1	9	12420000
P22059	OSBP	9	12705000
Q16822	PCK2	9	48096000
P16435	POR	9	17801000
P13861	PRKAR2A	9	43677000
O00232	PSMD12	9	18994000
P61221	ABCE1	9	24181000
P62750	RPL23A	9	68853000
P62753	RPS6	9	56457000
P62249	RPS16	9	113450000
P22307	SCP2	9	39932000
Q9UHB9	SRP68	9	22568000
Q08945	SSRP1	9	34334000
P42167	TMPO	9	4875800
P06753	TPM3	9	6095600
Q16762	TST	9	70078000
Q13347	EIF3I	9	8317400
O14617	AP3D1	9	14766000
Q9UDY2	TJP2	9	9667400
P61160	ACTR2	9	20270000
Q13162	PRDX4	9	57004000
P30040	ERP29	9	86995000
Q86XP3	DDX42	9	13147000
O95757	HSPA4L	9	8708000
Q15155	NOMO1	9	386090
Q9Y3Z3	SAMHD1	9	21038000
Q8NC51	SERBP1	9	22482000
Q6NVY1	HIBCH	9	10443000
Q9UMS4	PRPF19	9	27184000
Q6NUK1	SLC25A24	9	16949000
Q5SSJ5	HP1BP3	9	42574000
Q9NVI7	ATAD3A	9	20331000
Q9NSE4	IARS2	9	13166000
Q8NBS9	TXNDC5	9	94529000
Q3ZCM7	TUBB8	9	0
P24752	ACAT1	8	112030000
Q9UEY8	ADD3	8	10639000
P00352	ALDH1A1	8	26650000
P27695	APEX1	8	36604000
P07741	APRT	8	40212000
Q12797	ASPH	8	20042000
Q93084	ATP2A3	8	4387300
P24539	ATP5F1	8	20091000
P30043	BLVRB	8	57093000
O43852	CALU	8	45041000
P18754	RCC1	8	17007000
Q99439	CNN2	8	24289000
P08572	COL4A2	8	53595000
P78344	EIF4G2	8	8551400
O60547	GMDS	8	30781000
P00505	GOT2	8	59119000
P12081	HARS	8	19538000
P10321	HLA-C	8	0
P30499	HLA-C	8	1046800
Q14103	HNRNPD	8	116580000
P00739	HPR	8	0
P61604	HSPE1	8	250820000
P80188	LCN2	8	82105000
Q6P1M3	LLGL2	8	9350400
P33993	MCM7	8	23655000
P14543	NID1	8	11800000
P15531	NME1	8	10797000
P13674	P4HA1	8	28135000
Q9H361	PABPC3	8	0
