protein_id	gene_names	peptides	intensity
P07437	TUBB	27	476280000
P12109	COL6A1	26	286090000
P06733	ENO1	26	673580000
P51659	HSD17B4	26	135840000
P34932	HSPA4	26	96083000
Q12906	ILF3	26	97414000
Q14974	KPNB1	26	119290000
Q14651	PLS1	26	38400000
P23381	WARS	26	241470000
O75533	SF3B1	26	44757000
Q7KZF4	SND1	26	84964000
Q86VP6	CAND1	26	109130000
P31939	ATIC	25	57807000
O60716	CTNND1	25	59688000
Q92499	DDX1	25	41632000
P19367	HK1	25	37399000
P38646	HSPA9	25	242890000
Q9P2E9	RRBP1	25	24332000
P49368	CCT3	25	130430000
P26640	VARS	25	36503000
P15311	EZR	25	36126000
Q13263	TRIM28	25	115750000
O00571	DDX3X	24	59260000
Q00839	HNRNPU	24	215340000
P47897	QARS	24	34134000
P04843	RPN1	24	166800000
P34897	SHMT2	24	171740000
P42166	TMPO	24	103200000
Q14152	EIF3A	24	44019000
Q8WUM4	PDCD6IP	24	71206000
P50991	CCT4	24	147940000
Q13576	IQGAP2	24	18098000
Q15393	SF3B3	24	56726000
P06576	ATP5B	23	983000000
Q04637	EIF4G1	23	37352000
P52789	HK2	23	30726000
O00410	IPO5	23	36131000
P19338	NCL	23	228680000
P30153	PPP2R1A	23	126770000
Q13885	TUBB2A	23	5777400
P04350	TUBB4A	23	517480
O60506	SYNCRIP	23	113270000
Q9BQG0	MYBBP1A	23	27516000
P49588	AARS	22	38994000
P60709	ACTB	22	30382000
P63261	ACTG1	22	3937400000
P60842	EIF4A1	22	221000000
P06744	GPI	22	554590000
P25205	MCM3	22	41710000
P26038	MSN	22	75407000
P68366	TUBA4A	22	161940000
O14980	XPO1	22	57663000
P35606	COPB2	22	50112000
O75083	WDR1	22	85537000
Q92841	DDX17	22	112970000
P31948	STIP1	22	44839000
Q9Y3Z3	SAMHD1	22	41719000
Q9BVA1	TUBB2B	22	0
P55060	CSE1L	21	63078000
Q14126	DSG2	21	63761000
P02679	FGG	21	1017100000
P09651	HNRNPA1	21	216520000
P23229	ITGA6	21	33184000
P33993	MCM7	21	48844000
Q05707	COL14A1	21	23277000
P43243	MATR3	21	89147000
Q7L014	DDX46	21	13427000
Q7Z6Z7	HUWE1	21	20950000
Q96QK1	VPS35	21	73530000
Q9Y6N5	SQRDL	21	82103000
Q9BQE3	TUBA1C	21	201990000
Q03252	LMNB2	21	39768000
P49748	ACADVL	20	43544000
P21399	ACO1	20	58250000
P62736	ACTA2	20	453740000
Q10567	AP1B1	20	12409000
P04083	ANXA1	20	216250000
P38606	ATP6V1A	20	38499000
Q12864	CDH17	20	42935000
P53618	COPB1	20	67673000
P17844	DDX5	20	44183000
P11413	G6PD	20	34243000
P16144	ITGB4	20	33593000
P49736	MCM2	20	37568000
P17858	PFKL	20	56266000
Q13200	PSMD2	20	40152000
Q15582	TGFBI	20	73146000
Q92945	KHSRP	20	80709000
Q15029	EFTUD2	20	46005000
P43490	NAMPT	20	108130000
Q13509	TUBB3	20	3706200
Q15063	POSTN	20	66066000
Q16891	IMMT	20	48865000
Q460N5	PARP14	20	21189000
P63267	ACTG2	19	0
P27797	CALR	19	247780000
P27824	CANX	19	193410000
P50454	SERPINH1	19	130770000
Q02790	FKBP4	19	87227000
P31150	GDI1	19	12256000
P61978	HNRNPK	19	480870000
P48735	IDH2	19	113760000
Q15046	KARS	19	33590000
P13489	RNH1	19	75147000
P36578	RPL4	19	191710000
P62258	YWHAE	19	243400000
Q14683	SMC1A	19	15774000
O43390	HNRNPR	19	72926000
Q9Y5B9	SUPT16H	19	46349000
Q5T4S7	UBR4	19	11356000
Q8N163	CCAR2	19	43369000
P63010	AP2B1	18	39329000
P05091	ALDH2	18	168430000
P50995	ANXA11	18	76973000
Q16531	DDB1	18	23263000
P22102	GART	18	31738000
P55084	HADHB	18	52272000
P41252	IARS	18	21845000
Q14566	MCM6	18	32413000
P52209	PGD	18	102100000
P54136	RARS	18	53149000
Q92900	UPF1	18	19046000
P23396	RPS3	18	163220000
O60701	UGDH	18	72615000
P31930	UQCRC1	18	117840000
P46939	UTRN	18	11185000
P63104	YWHAZ	18	406740000
P53675	CLTCL1	18	0
Q8N1F7	NUP93	18	23579000
Q12931	TRAP1	18	65884000
Q9Y230	RUVBL2	18	32923000
Q9Y446	PKP3	18	16256000
Q9BSJ8	ESYT1	18	63337000
P28838	LAP3	18	21184000
Q96KP4	CNDP2	18	88227000
Q8WVV4	POF1B	18	31714000
P00352	ALDH1A1	17	59818000
P07384	CAPN1	17	40273000
P12110	COL6A2	17	147960000
O75390	CS	17	81658000
P07954	FH	17	108640000
P32455	GBP1	17	50733000
P09960	LTA4H	17	60741000
P00491	PNP	17	62076000
Q9Y6K5	OAS3	17	27684000
Q9UQ80	PA2G4	17	55130000
Q99959	PKP2	17	52813000
P13797	PLS3	17	20435000
P11216	PYGB	17	36340000
Q02878	RPL6	17	120060000
P04844	RPN2	17	114690000
P62701	RPS4X	17	113460000
P29144	TPP2	17	11081000
P49411	TUFM	17	117000000
Q13838	DDX39B	17	101990000
Q9Y265	RUVBL1	17	53900000
P55884	EIF3B	17	22070000
Q9Y6R7	FCGBP	17	10964000
O95831	AIFM1	17	45224000
Q15459	SF3A1	17	30396000
Q96TA1	FAM129B	17	35740000
P05141	SLC25A5	16	316270000
P09525	ANXA4	16	239150000
P00966	ASS1	16	82902000
P07339	CTSD	16	172900000
O43143	DHX15	16	18269000
P14866	HNRNPL	16	71889000
P33992	MCM5	16	28554000
P40926	MDH2	16	237540000
O00159	MYO1C	16	14681000
Q15233	NONO	16	45187000
Q06830	PRDX1	16	237180000
Q15181	PPA1	16	84268000
Q99460	PSMD1	16	17280000
P54886	ALDH18A1	16	28408000
Q9H4A4	RNPEP	16	36404000
P61247	RPS3A	16	107590000
P31040	SDHA	16	39060000
P21796	VDAC1	16	256750000
P45880	VDAC2	16	168710000
O60763	USO1	16	24754000
P38919	EIF4A3	16	39419000
O00429	DNM1L	16	35010000
P63244	GNB2L1	16	208650000
O00567	NOP56	16	41213000
P22234	PAICS	16	76646000
P27348	YWHAQ	16	60566000
P31146	CORO1A	16	70565000
Q99623	PHB2	16	143020000
Q7L576	CYFIP1	16	12845000
Q9P2J5	LARS	16	19934000
P53396	ACLY	15	20417000
P23528	CFL1	15	364990000
Q14240	EIF4A2	15	10886000
O43491	EPB41L2	15	26620000
P17174	GOT1	15	90026000
P01892	HLA-A	15	54529000
P00738	HP	15	60514000
Q06323	PSME1	15	210120000
P46060	RANGAP1	15	16406000
P15880	RPS2	15	128280000
P22695	UQCRC2	15	70582000
P31946	YWHAB	15	43732000
Q04917	YWHAH	15	111310000
P37802	TAGLN2	15	386060000
O75131	CPNE3	15	28787000
P30041	PRDX6	15	116200000
Q9NSD9	FARSB	15	22268000
Q96PK6	RBM14	15	32455000
Q15437	SEC23B	15	22491000
Q9Y262	EIF3L	15	28272000
Q9BUF5	TUBB6	15	44756000
O95782	AP2A1	14	27735000
P23526	AHCY	14	42464000
P30837	ALDH1B1	14	57736000
P12429	ANXA3	14	84714000
P27695	APEX1	14	47218000
Q07960	ARHGAP1	14	62090000
P00751	CFB	14	21293000
P27708	CAD	14	9461200
Q14839	CHD4	14	13295000
O00299	CLIC1	14	172290000
P14868	DARS	14	27137000
Q16555	DPYSL2	14	55339000
P26641	EEF1G	14	109250000
P68871	HBB	14	3723500000
Q12905	ILF2	14	76938000
P12268	IMPDH2	14	24972000
Q14573	ITPR3	14	10663000
Q08380	LGALS3BP	14	64843000
O43776	NARS	14	25996000
P35232	PHB	14	292420000
Q01970	PLCB3	14	9670200
P29590	PML	14	32324000
P62136	PPP1CA	14	81517000
P35998	PSMC2	14	15818000
O00231	PSMD11	14	55302000
P46781	RPS9	14	97360000
P61981	YWHAG	14	40261000
Q96I99	SUCLG2	14	30622000
P49915	GMPS	14	18873000
Q96AE4	FUBP1	14	20862000
O00151	PDLIM1	14	43475000
Q14008	CKAP5	14	8373900
Q15084	PDIA6	14	249640000
Q15436	SEC23A	14	13266000
Q9H4M9	EHD1	14	14870000
Q13435	SF3B2	14	14236000
Q9UQ35	SRRM2	14	11682000
Q9HC35	EML4	14	23324000
Q9H223	EHD4	14	19332000
Q9NVI7	ATAD3A	14	20610000
Q9P258	RCC2	14	25095000
Q8NBS9	TXNDC5	14	75152000
Q86UX7	FERMT3	14	26351000
Q1KMD3	HNRNPUL2	14	27905000
P55265	ADAR	13	19033000
O43747	AP1G1	13	12056000
P49189	ALDH9A1	13	34041000
P20073	ANXA7	13	29786000
P48444	ARCN1	13	28770000
P47756	CAPZB	13	53032000
P08311	CTSG	13	198190000
P13804	ETFA	13	66209000
Q14789	GOLGB1	13	10796000
Q9TNN7	HLA-C	13	20915000
P31943	HNRNPH1	13	70718000
P54652	HSPA2	13	0
P17301	ITGA2	13	21285000
Q8WWI1	LMO7	13	10035000
P49321	NASP	13	37527000
P28331	NDUFS1	13	23574000
P08237	PFKM	13	22994000
P62191	PSMC1	13	19534000
O00232	PSMD12	13	18866000
Q9UL46	PSME2	13	111830000
P29350	PTPN6	13	18445000
P61221	ABCE1	13	24034000
P27694	RPA1	13	22689000
Q9UHB9	SRP68	13	20321000
P40763	STAT3	13	26607000
Q01995	TAGLN	13	94146000
P32119	PRDX2	13	219040000
P42167	TMPO	13	10984000
P60174	TPI1	13	76841000
Q16851	UGP2	13	41777000
P62805	HIST1H4A	13	2985200000
P54577	YARS	13	14952000
Q9UQE7	SMC3	13	9450200
O75367	H2AFY	13	138880000
O00148	DDX39A	13	4770000
Q9Y6M1	IGF2BP2	13	14493000
Q9UHD8	SEPT9	13	23684000
O94979	SEC31A	13	15453000
Q9UPN3	MACF1	13	4411400
Q5SSJ5	HP1BP3	13	18861000
Q9H583	HEATR1	13	7630800
Q9NSE4	IARS2	13	11182000
Q32P51	HNRNPA1L2	13	0
P02042	HBD	13	91498000
P01011	SERPINA3	12	59769000
Q08043	ACTN3	12	227130
P54819	AK2	12	82428000
P01008	SERPINC1	12	16565000
P16152	CBR1	12	29095000
Q99459	CDC5L	12	10342000
P10909	CLU	12	107460000
P27487	DPP4	12	16047000
P05198	EIF2S1	12	15689000
Q14315	FLNC	12	744380
P00505	GOT2	12	46954000
P52790	HK3	12	14402000
P18465	HLA-B	12	18509000
P30499	HLA-C	12	3738000
Q14103	HNRNPD	12	115460000
P46087	NOP2	12	22035000
P52948	NUP98	12	8510300
O60313	OPA1	12	8433300
P12004	PCNA	12	61077000
P36871	PGM1	12	14939000
P35237	SERPINB6	12	43904000
P23284	PPIB	12	144390000
P14314	PRKCSH	12	35164000
P28066	PSMA5	12	57976000
P62195	PSMC5	12	15665000
P26599	PTBP1	12	263600000
P62424	RPL7A	12	102770000
P62241	RPS8	12	185320000
P51532	SMARCA4	12	6080500
Q8TAQ2	SMARCC2	12	16219000
O76094	SRP72	12	12518000
P05455	SSB	12	59692000
Q03518	TAP1	12	59437000
Q02880	TOP2B	12	8889900
Q93009	USP7	12	16718000
P51149	RAB7A	12	54493000
Q9NVP1	DDX18	12	20808000
O15144	ARPC2	12	36759000
A5YKK6	CNOT1	12	7247100
Q14166	TTLL12	12	38176000
Q9Y2X3	NOP58	12	38147000
Q7Z2W4	ZC3HAV1	12	12123000
P09972	ALDOC	11	83445000
P07741	APRT	11	60322000
P24539	ATP5F1	11	25407000
P04003	C4BPA	11	47868000
P08123	COL1A2	11	154150000
Q14203	DCTN1	11	15130000
P39656	DDOST	11	66928000
P00387	CYB5R3	11	58606000
O60610	DIAPH1	11	9348900
P22087	FBL	11	32318000
P38117	ETFB	11	32956000
Q13045	FLII	11	15235000
P62879	GNB2	11	22996000
P43304	GPD2	11	10268000
P16402	HIST1H1D	11	11872000
P10412	HIST1H1E	11	492710000
P10321	HLA-C	11	0
P52597	HNRNPF	11	192720000
P11717	IGF2R	11	6916700
P01042	KNG1	11	15910000
P07942	LAMB1	11	7845800
O95202	LETM1	11	13608000
P56192	MARS	11	27133000
P40925	MDH1	11	102560000
P46013	MKI67	11	5029200
P41218	MNDA	11	23224000
P04181	OAT	11	31016000
Q15365	PCBP1	11	151790000
Q15366	PCBP2	11	131000000
Q16822	PCK2	11	18639000
P36873	PPP1CC	11	17577000
P25786	PSMA1	11	19829000
O43242	PSMD3	11	24540000
Q16401	PSMD5	11	18377000
P23921	RRM1	11	9649800
Q00796	SORD	11	58254000
Q08945	SSRP1	11	37182000
P37837	TALDO1	11	39726000
P09493	TPM1	11	3984400
Q9Y277	VDAC3	11	45218000
Q13724	MOGS	11	21121000
Q93008	USP9X	11	5585700
Q13310	PABPC4	11	3332100
O95340	PAPSS2	11	17117000
Q9UDY2	TJP2	11	8249200
O15143	ARPC1B	11	64960000
P61160	ACTR2	11	47082000
Q92598	HSPH1	11	3460400
Q12874	SF3A3	11	8895000
Q9Y6C2	EMILIN1	11	12298000
O94905	ERLIN2	11	21386000
Q9Y3F4	STRAP	11	16011000
Q99497	PARK7	11	110430000
O94874	UFL1	11	14355000
P30044	PRDX5	11	68943000
Q9UJU6	DBNL	11	11319000
P24752	ACAT1	10	32398000
P84095	RHOG	10	20695000
P05026	ATP1B1	10	62129000
P48047	ATP5O	10	79703000
P10643	C7	10	10203000
P00918	CA2	10	45814000
P04040	CAT	10	12534000
P18754	RCC1	10	22067000
Q96CW1	AP2M1	10	7942400
O14773	TPP1	10	49175000
P23786	CPT2	10	12229000
P26196	DDX6	10	23254000
P78344	EIF4G2	10	6192400
Q14247	CTTN	10	14574000
P33121	ACSL1	10	14372000
P41250	GARS	10	23900000
P32456	GBP2	10	4727300
P16401	HIST1H1B	10	250850000
P01889	HLA-B	10	17189000
P03989	HLA-B	10	11033000
P55795	HNRNPH2	10	11210000
P34931	HSPA1L	10	0
P50213	IDH3A	10	32501000
P60228	EIF3E	10	13075000
P08865	RPSA	10	314490000
O94832	MYO1D	10	6459000
Q9UM54	MYO6	10	6275900
P15531	NME1	10	13486000
P46459	NSF	10	17643000
