protein_id	gene_names	peptides	intensity
P04350	TUBB4A	25	835360
P06576	ATP5B	24	444410000
P12956	XRCC6	24	37418000
P09960	LTA4H	24	30633000
Q99102	MUC4	24	77583000
P19338	NCL	24	66194000
Q01813	PFKP	24	19394000
P17987	TCP1	24	39348000
P67936	TPM4	24	51819000
P63104	YWHAZ	24	308200000
P50991	CCT4	24	45282000
P08123	COL1A2	23	611100000
P53618	COPB1	23	40624000
P19367	HK1	23	20582000
Q00839	HNRNPU	23	81290000
O00159	MYO1C	23	29587000
P36578	RPL4	23	98053000
P35606	COPB2	23	23736000
O75083	WDR1	23	64189000
Q13509	TUBB3	23	13693000
Q7KZF4	SND1	23	28255000
P09525	ANXA4	22	163180000
P27797	CALR	22	134410000
P10909	CLU	22	306580000
O60716	CTNND1	22	15767000
P06744	GPI	22	144060000
P61978	HNRNPK	22	123980000
P54652	HSPA2	22	8956000
P52272	HNRNPM	22	43614000
P52209	PGD	22	72805000
P13797	PLS3	22	18551000
P13489	RNH1	22	83323000
P09493	TPM1	22	14711000
P49368	CCT3	22	57942000
Q86VP6	CAND1	22	25009000
Q08211	DHX9	21	31692000
P01042	KNG1	21	78156000
Q16363	LAMA4	21	23075000
P40926	MDH2	21	229000000
P26640	VARS	21	19217000
P37802	TAGLN2	21	277700000
P01011	SERPINA3	20	198250000
O95782	AP2A1	20	12334000
P01008	SERPINC1	20	101200000
P16615	ATP2A2	20	22292000
P50454	SERPINH1	20	203690000
P23528	CFL1	20	316780000
P34932	HSPA4	20	24730000
P16144	ITGB4	20	25527000
Q14974	KPNB1	20	60553000
P14780	MMP9	20	47115000
P30153	PPP2R1A	20	39623000
P54136	RARS	20	24344000
Q01995	TAGLN	20	226750000
P53675	CLTCL1	20	0
Q14152	EIF3A	20	22838000
Q15084	PDIA6	20	188000000
Q13263	TRIM28	20	27757000
Q92841	DDX17	20	42292000
Q99832	CCT7	20	28193000
P31146	CORO1A	20	61750000
P63010	AP2B1	19	9083500
P31939	ATIC	19	26056000
P04040	CAT	19	29465000
P13611	VCAN	19	43406000
O00571	DDX3X	19	16408000
Q16555	DPYSL2	19	43517000
P26641	EEF1G	19	68910000
P55084	HADHB	19	21893000
P14866	HNRNPL	19	37639000
P48735	IDH2	19	27214000
P14923	JUP	19	32689000
Q06830	PRDX1	19	179460000
P36871	PGM1	19	21347000
P06737	PYGL	19	10697000
P47897	QARS	19	12318000
P23396	RPS3	19	55046000
P60174	TPI1	19	211190000
P21796	VDAC1	19	170090000
Q04917	YWHAH	19	94388000
O00151	PDLIM1	19	71132000
Q7Z6Z7	HUWE1	19	5488300
P43490	NAMPT	19	56095000
Q9Y3Z3	SAMHD1	19	18321000
P49588	AARS	18	11030000
Q10567	AP1B1	18	2883600
P08311	CTSG	18	428920000
P00739	HPR	18	10443000
P51659	HSD17B4	18	31399000
Q12906	ILF3	18	20892000
P17858	PFKL	18	17874000
P23381	WARS	18	24170000
P13010	XRCC5	18	20328000
P31946	YWHAB	18	40570000
P62258	YWHAE	18	118650000
O94979	SEC31A	18	16362000
P49748	ACADVL	17	21842000
P53396	ACLY	17	23359000
Q9UKK3	PARP4	17	11648000
P50995	ANXA11	17	43200000
P31150	GDI1	17	8459200
P16402	HIST1H1D	17	10705000
P68871	HBB	17	6120500000
P52790	HK3	17	15784000
P09651	HNRNPA1	17	60616000
P35232	PHB	17	69023000
P23284	PPIB	17	108250000
Q9H4A4	RNPEP	17	24134000
P61247	RPS3A	17	52885000
P30041	PRDX6	17	80401000
Q15436	SEC23A	17	17801000
Q9UHD8	SEPT9	17	11217000
P27348	YWHAQ	17	34027000
Q16891	IMMT	17	20143000
Q8WX93	PALLD	17	27753000
Q9Y6N5	SQRDL	17	39686000
P27824	CANX	16	85410000
Q02388	COL7A1	16	11858000
P35222	CTNNB1	16	16115000
P60842	EIF4A1	16	81587000
Q04637	EIF4G1	16	12616000
P11413	G6PD	16	13444000
P10412	HIST1H1E	16	181040000
P41252	IARS	16	11281000
O00410	IPO5	16	8666200
Q07954	LRP1	16	9446900
P41218	MNDA	16	27571000
P29590	PML	16	18053000
P62136	PPP1CA	16	24241000
P35998	PSMC2	16	8709500
Q13200	PSMD2	16	13899000
P04844	RPN2	16	40614000
P62701	RPS4X	16	42800000
P12270	TPR	16	8051400
P31930	UQCRC1	16	37439000
P11678	EPX	16	20742000
O60763	USO1	16	13996000
P42765	ACAA2	16	19464000
P31948	STIP1	16	21557000
P48643	CCT5	16	27730000
Q9BUF5	TUBB6	16	12761000
Q03252	LMNB2	16	11681000
P02042	HBD	16	171270000
P21399	ACO1	15	19583000
P00352	ALDH1A1	15	26454000
P49189	ALDH9A1	15	19343000
P05155	SERPING1	15	45845000
P47756	CAPZB	15	54981000
O00299	CLIC1	15	152130000
P07339	CTSD	15	137260000
P13804	ETFA	15	22910000
P23229	ITGA6	15	22083000
P14543	NID1	15	22914000
P62140	PPP1CB	15	5906000
P54886	ALDH18A1	15	10488000
Q02878	RPL6	15	44381000
P15880	RPS2	15	44659000
P62241	RPS8	15	84109000
P34897	SHMT2	15	20417000
Q16658	FSCN1	15	18514000
O60701	UGDH	15	32707000
P50552	VASP	15	23293000
P62805	HIST1H4A	15	945970000
Q92945	KHSRP	15	16724000
O15143	ARPC1B	15	42417000
O60664	PLIN3	15	29233000
O43390	HNRNPR	15	16243000
P63244	GNB2L1	15	57055000
Q96HC4	PDLIM5	15	13424000
Q7L576	CYFIP1	15	7051100
P28838	LAP3	15	11750000
O00468	AGRN	15	9057500
P05141	SLC25A5	14	54521000
P10643	C7	14	13546000
Q12864	CDH17	14	18674000
P07858	CTSB	14	113410000
P17844	DDX5	14	11993000
Q92896	GLG1	14	11448000
P16401	HIST1H1B	14	154310000
Q14103	HNRNPD	14	67796000
P34931	HSPA1L	14	431130
P56192	MARS	14	12184000
P00491	PNP	14	18290000
P17980	PSMC3	14	23857000
Q06323	PSME1	14	27619000
P11216	PYGB	14	7738000
P35241	RDX	14	201130
P32119	PRDX2	14	127840000
P06753	TPM3	14	5337800
P22695	UQCRC2	14	28748000
P61981	YWHAG	14	30785000
Q13838	DDX39B	14	20072000
Q99879	HIST1H2BM	14	1114400000
Q86VB7	CD163	14	11751000
P61160	ACTR2	14	36461000
Q13421	MSLN	14	31482000
P22234	PAICS	14	23539000
Q9BSJ8	ESYT1	14	11496000
Q9NR99	MXRA5	14	11033000
Q96QK1	VPS35	14	33737000
Q8NBS9	TXNDC5	14	66165000
O94973	AP2A2	13	3192500
P54819	AK2	13	34327000
P38606	ATP6V1A	13	18891000
P27708	CAD	13	5032700
O43852	CALU	13	14660000
P07585	DCN	13	39765000
Q14203	DCTN1	13	4281900
O43143	DHX15	13	7985800
Q14126	DSG2	13	11551000
P58876	HIST1H2BD	13	0
P49257	LMAN1	13	15515000
P27816	MAP4	13	12801000
P40925	MDH1	13	49229000
Q14651	PLS1	13	10017000
P36873	PPP1CC	13	6443900
P26599	PTBP1	13	53165000
P62424	RPL7A	13	55398000
P42224	STAT1	13	16363000
P49411	TUFM	13	35502000
P45880	VDAC2	13	70184000
Q92626	PXDN	13	8840600
Q96AE4	FUBP1	13	7242800
O60506	SYNCRIP	13	31695000
Q99536	VAT1	13	29735000
Q92598	HSPH1	13	10317000
Q96AC1	FERMT2	13	7802000
Q99623	PHB2	13	33579000
O75533	SF3B1	13	5249000
Q9UQ35	SRRM2	13	6599900
Q9ULC5	ACSL5	13	10279000
Q9UJ70	NAGK	13	14185000
Q96KP4	CNDP2	13	29312000
Q27J81	INF2	13	6944900
Q9Y4G6	TLN2	13	403670
Q9C0C2	TNKS1BP1	13	4526400
Q1KMD3	HNRNPUL2	13	13102000
P09874	PARP1	12	9564100
P09972	ALDOC	12	68669000
P48444	ARCN1	12	17970000
P48047	ATP5O	12	30977000
P21810	BGN	12	91198000
P07358	C8B	12	11550000
P00915	CA1	12	50372000
Q15417	CNN3	12	20614000
P08572	COL4A2	12	47868000
P00488	F13A1	12	12457000
Q12805	EFEMP1	12	17110000
P17174	GOT1	12	17434000
P84243	H3F3A	12	0
P52789	HK2	12	8682500
P31943	HNRNPH1	12	35994000
P04792	HSPB1	12	101010000
O75874	IDH1	12	17474000
P09382	LGALS1	12	414590000
O43776	NARS	12	12651000
P35237	SERPINB6	12	27261000
Q9UL46	PSME2	12	17962000
P62979	RPS27A	12	179010000
Q07955	SRSF1	12	11257000
Q16851	UGP2	12	28561000
Q15942	ZYX	12	16366000
P68431	HIST1H3A	12	457050000
P54577	YARS	12	6977700
Q96I99	SUCLG2	12	14416000
O75367	H2AFY	12	51879000
P43243	MATR3	12	27804000
Q15437	SEC23B	12	15301000
Q13561	DCTN2	12	10359000
Q9H4M9	EHD1	12	8199100
Q9Y3F4	STRAP	12	6659300
Q14166	TTLL12	12	9211200
Q9UPN3	MACF1	12	8914800
Q9ULV4	CORO1C	12	19091000
P30044	PRDX5	12	103740000
Q9Y696	CLIC4	12	13774000
Q9H223	EHD4	12	13136000
P30085	CMPK1	12	29770000
Q96AG4	LRRC59	12	32848000
Q9NVA2	SEPT11	12	23725000
Q8N163	CCAR2	12	13224000
Q96TA1	FAM129B	12	10396000
P39060	COL18A1	12	31775000
Q86UX7	FERMT3	12	24357000
Q8IWE2	FAM114A1	12	6466700
Q32P51	HNRNPA1L2	12	0
P23526	AHCY	11	16528000
P27695	APEX1	11	11248000
P07741	APRT	11	24008000
P49419	ALDH7A1	11	7606000
P07384	CAPN1	11	16886000
P16152	CBR1	11	13754000
P12277	CKB	11	28400000
Q99439	CNN2	11	23310000
P14868	DARS	11	9811400
Q16698	DECR1	11	14463000
P38117	ETFB	11	16607000
Q13045	FLII	11	6609200
P51570	GALK1	11	4721200
P41250	GARS	11	16447000
P62879	GNB2	11	43570000
P09211	GSTP1	11	149700000
P01891	HLA-A	11	5529200
P26583	HMGB2	11	14365000
P04196	HRG	11	34905000
P08865	RPSA	11	156850000
P61626	LYZ	11	178320000
Q15019	SEPT2	11	25547000
Q15233	NONO	11	16978000
P13674	P4HA1	11	13575000
Q13177	PAK2	11	7279200
Q15365	PCBP1	11	106460000
P62191	PSMC1	11	11590000
P62333	PSMC6	11	18151000
Q99460	PSMD1	11	8250700
P29350	PTPN6	11	10565000
P62826	RAN	11	49961000
P46777	RPL5	11	23832000
P62750	RPL23A	11	37931000
P46782	RPS5	11	90184000
P46781	RPS9	11	29179000
P39019	RPS19	11	37877000
P37837	TALDO1	11	52239000
P35442	THBS2	11	7421300
Q9Y277	VDAC3	11	9930400
P04275	VWF	11	8049500
P51149	RAB7A	11	35098000
O95831	AIFM1	11	11389000
Q9NR12	PDLIM7	11	12245000
P53992	SEC24C	11	4843600
O94855	SEC24D	11	6984500
O75947	ATP5H	11	20342000
Q13576	IQGAP2	11	3986100
Q99497	PARK7	11	53097000
O95336	PGLS	11	24390000
Q9UJU6	DBNL	11	11156000
Q9NZN4	EHD2	11	9148800
Q9HC38	GLOD4	11	13385000
Q9Y262	EIF3L	11	7508000
Q9P2J5	LARS	11	7295500
Q9NUQ9	FAM49B	11	10310000
Q9HDC9	APMAP	11	21718000
Q9BR76	CORO1B	11	13281000
Q3ZCM7	TUBB8	11	0
Q08043	ACTN3	10	0
P01019	AGT	10	23315000
P30837	ALDH1B1	10	10931000
P15144	ANPEP	10	8661000
P84095	RHOG	10	21731000
Q07960	ARHGAP1	10	27460000
P25311	AZGP1	10	24325000
P09871	C1S	10	15968000
P13671	C6	10	10911000
P00918	CA2	10	39885000
P47755	CAPZA2	10	27962000
P08571	CD14	10	45641000
P51911	CNN1	10	29809000
P39059	COL15A1	10	11338000
O75390	CS	10	20235000
P39656	DDOST	10	22558000
Q16610	ECM1	10	8107600
P29692	EEF1D	10	76887000
P05198	EIF2S1	10	10096000
Q14247	CTTN	10	7765000
P07954	FH	10	35847000
P02794	FTH1	10	18317000
P22102	GART	10	11585000
P08754	GNAI3	10	5295300
P01889	HLA-B	10	9707200
P18465	HLA-B	10	5728600
P30466	HLA-B	10	1011700
P10321	HLA-C	10	937640
P54868	HMGCS2	10	5996300
P61604	HSPE1	10	92085000
Q12905	ILF2	10	18199000
Q15046	KARS	10	10239000
O15230	LAMA5	10	5593700
P17931	LGALS3	10	88530000
Q08380	LGALS3BP	10	12181000
P56470	LGALS4	10	91293000
O00160	MYO1F	10	1566100
P28331	NDUFS1	10	10312000
P46459	NSF	10	7996300
Q16822	PCK2	10	11449000
P36952	SERPINB5	10	16785000
Q15181	PPA1	10	14893000
P14314	PRKCSH	10	24571000
P28066	PSMA5	10	14717000
P43686	PSMC4	10	5931700
O00231	PSMD11	10	15212000
P08575	PTPRC	10	7967800
P15153	RAC2	10	55882000
P26373	RPL13	10	43698000
P62280	RPS11	10	18636000
P62263	RPS14	10	50503000
P22307	SCP2	10	8834500
Q96HF1	SFRP2	10	22088000
P02730	SLC4A1	10	21483000
P42167	TMPO	10	4877100
O75923	DYSF	10	2253900
Q9Y265	RUVBL1	10	16906000
P54578	USP14	10	11519000
Q12904	AIMP1	10	8401200
Q15029	EFTUD2	10	5911500
O00148	DDX39A	10	176800
Q13162	PRDX4	10	11934000
O95994	AGR2	10	383570000
Q9Y446	PKP3	10	5267200
O43175	PHGDH	10	11169000
Q5SSJ5	HP1BP3	10	12377000
P57737	CORO7	10	13426000
