protein_id	gene_names	peptides	intensity
P60709	ACTB	22	32784000
P63261	ACTG1	22	3762700000
P63010	AP2B1	22	37803000
P00352	ALDH1A1	22	95752000
P04075	ALDOA	22	419550000
P06576	ATP5B	22	870420000
O60716	CTNND1	22	44106000
P02679	FGG	22	359080000
Q14315	FLNC	22	5520100
P12956	XRCC6	22	65124000
Q12906	ILF3	22	35726000
P47897	QARS	22	24837000
P78371	CCT2	22	48804000
O75891	ALDH1L1	22	21799000
Q86VP6	CAND1	22	51130000
P62736	ACTA2	21	922250000
Q10567	AP1B1	21	5819800
P31939	ATIC	21	31718000
P07384	CAPN1	21	44072000
P06733	ENO1	21	304000000
P38646	HSPA9	21	119650000
P36578	RPL4	21	149030000
P17987	TCP1	21	40599000
P68366	TUBA4A	21	52125000
P62258	YWHAE	21	151130000
Q14152	EIF3A	21	33976000
Q96I99	SUCLG2	21	66475000
Q13228	SELENBP1	21	84473000
P04350	TUBB4A	21	485130
Q92841	DDX17	21	49712000
Q6P2Q9	PRPF8	21	9448800
Q7L576	CYFIP1	21	14576000
Q9BQE3	TUBA1C	21	64549000
P63267	ACTG2	20	0
P00326	ADH1C	20	161800000
P16615	ATP2A2	20	35784000
Q16555	DPYSL2	20	48480000
Q14126	DSG2	20	40429000
P55084	HADHB	20	72503000
P19367	HK1	20	25454000
P54652	HSPA2	20	9500500
P34932	HSPA4	20	30224000
P20700	LMNB1	20	54262000
Q16822	PCK2	20	36273000
P54136	RARS	20	26016000
P23381	WARS	20	48849000
P13010	XRCC5	20	53630000
P43490	NAMPT	20	54991000
Q16891	IMMT	20	29392000
Q9Y4G6	TLN2	20	4534300
P04083	ANXA1	19	141270000
Q00839	HNRNPU	19	92652000
P51659	HSD17B4	19	51363000
O00410	IPO5	19	13505000
P09960	LTA4H	19	31579000
Q13200	PSMD2	19	24798000
P06737	PYGL	19	8424500
P23396	RPS3	19	79579000
P31930	UQCRC1	19	69076000
P26640	VARS	19	22104000
P53675	CLTCL1	19	0
Q8N2S1	LTBP4	19	18102000
O60763	USO1	19	22599000
O95340	PAPSS2	19	39389000
Q13509	TUBB3	19	8768300
P50991	CCT4	19	48922000
P31948	STIP1	19	33546000
Q96QK1	VPS35	19	33670000
P21399	ACO1	18	22130000
O95782	AP2A1	18	17954000
P27824	CANX	18	83174000
P04040	CAT	18	37050000
P12110	COL6A2	18	123420000
Q92499	DDX1	18	17744000
P60842	EIF4A1	18	85332000
P54868	HMGCS2	18	54277000
P41252	IARS	18	12350000
P48735	IDH2	18	86373000
Q93052	LPP	18	39469000
P02788	LTF	18	15670000
P28331	NDUFS1	18	26619000
P17858	PFKL	18	36165000
P52209	PGD	18	74198000
Q15181	PPA1	18	37891000
P30153	PPP2R1A	18	49926000
P13489	RNH1	18	76454000
P09493	TPM1	18	22973000
P22695	UQCRC2	18	90950000
P30041	PRDX6	18	104050000
P42765	ACAA2	18	43238000
P48643	CCT5	18	40408000
P09874	PARP1	17	18725000
P30837	ALDH1B1	17	90977000
P09525	ANXA4	17	118510000
P16152	CBR1	17	59283000
P23528	CFL1	17	326070000
P26641	EEF1G	17	91247000
P00505	GOT2	17	53873000
P06744	GPI	17	147340000
P52789	HK2	17	13817000
P09651	HNRNPA1	17	64848000
P21397	MAOA	17	65287000
P40926	MDH2	17	383080000
P36871	PGM1	17	31600000
P62136	PPP1CA	17	29426000
P54886	ALDH18A1	17	20837000
P22307	SCP2	17	34985000
Q15582	TGFBI	17	64865000
P49368	CCT3	17	58259000
P49411	TUFM	17	89338000
P21796	VDAC1	17	153760000
P63104	YWHAZ	17	309520000
O00151	PDLIM1	17	58483000
P31146	CORO1A	17	65211000
Q13423	NNT	17	18828000
Q8NBS9	TXNDC5	17	177890000
Q9HC84	MUC5B	17	11620000
O94973	AP2A2	16	13436000
P00751	CFB	16	38749000
P00918	CA2	16	345300000
P08123	COL1A2	16	659810000
P00488	F13A1	16	34357000
P31150	GDI1	16	9710300
P19338	NCL	16	64700000
P00491	PNP	16	26371000
Q06830	PRDX1	16	240550000
P04844	RPN2	16	63949000
P31040	SDHA	16	34563000
P42224	STAT1	16	15504000
Q01995	TAGLN	16	315130000
Q16851	UGP2	16	65658000
Q92945	KHSRP	16	24049000
Q15437	SEC23B	16	26130000
Q15436	SEC23A	16	14631000
O60506	SYNCRIP	16	32407000
Q9BSJ8	ESYT1	16	24345000
Q96KP4	CNDP2	16	41749000
P01011	SERPINA3	15	68155000
P19801	AOC1	15	18070000
P49189	ALDH9A1	15	41397000
Q07960	ARHGAP1	15	25796000
Q93084	ATP2A3	15	12839000
P27797	CALR	15	195350000
Q16531	DDB1	15	9371400
O00571	DDX3X	15	19117000
Q08426	EHHADH	15	15088000
P07954	FH	15	71602000
P17174	GOT1	15	57107000
P61978	HNRNPK	15	109710000
P00739	HPR	15	2076500
P55268	LAMB2	15	13324000
P05164	MPO	15	90349000
P13797	PLS3	15	16382000
Q06323	PSME1	15	79812000
P62424	RPL7A	15	84587000
P60174	TPI1	15	142310000
Q14258	TRIM25	15	17627000
P37802	TAGLN2	15	115620000
Q9NSD9	FARSB	15	17035000
Q9UJS0	SLC25A13	15	11994000
O43390	HNRNPR	15	17249000
P63244	GNB2L1	15	93286000
Q9Y2J8	PADI2	15	27593000
O94979	SEC31A	15	24658000
Q9NZN4	EHD2	15	18349000
Q9NSE4	IARS2	15	10113000
Q9BUF5	TUBB6	15	3503900
Q03252	LMNB2	15	18304000
Q9UKK3	PARP4	14	7935300
P50995	ANXA11	14	40348000
P48444	ARCN1	14	29243000
P49419	ALDH7A1	14	22594000
P24539	ATP5F1	14	36891000
O00299	CLIC1	14	121230000
P07339	CTSD	14	176540000
P39656	DDOST	14	36375000
P17844	DDX5	14	5892000
Q14240	EIF4A2	14	20193000
O60547	GMDS	14	30766000
P43304	GPD2	14	8059000
P14866	HNRNPL	14	38780000
O15230	LAMA5	14	7499900
P56470	LGALS4	14	779890000
Q15746	MYLK	14	12824000
P46459	NSF	14	17221000
Q9UQ80	PA2G4	14	31969000
P35237	SERPINB6	14	41323000
P13861	PRKAR2A	14	35614000
P35241	RDX	14	484620
P45880	VDAC2	14	92721000
Q13838	DDX39B	14	41427000
O75367	H2AFY	14	70758000
Q7Z6Z7	HUWE1	14	9249900
O75533	SF3B1	14	11662000
Q6NVY1	HIBCH	14	21249000
P28838	LAP3	14	29571000
Q9ULC5	ACSL5	14	17092000
Q9NVA2	SEPT11	14	21052000
Q96TA1	FAM129B	14	23261000
Q86UX7	FERMT3	14	16708000
Q32P51	HNRNPA1L2	14	0
Q1KMD3	HNRNPUL2	14	22273000
P11766	ADH5	13	44032000
P04424	ASL	13	15236000
O75390	CS	13	39030000
O43143	DHX15	13	7928200
O43491	EPB41L2	13	15341000
P11413	G6PD	13	15324000
P68871	HBB	13	1671300000
O75874	IDH1	13	54114000
P40925	MDH1	13	75393000
Q9UBC5	MYO1A	13	8541400
Q9UM54	MYO6	13	6600800
O43776	NARS	13	21702000
P50453	SERPINB9	13	8501400
Q99959	PKP2	13	16729000
P36873	PPP1CC	13	2709400
P14314	PRKCSH	13	41061000
P08575	PTPRC	13	11878000
P15880	RPS2	13	77275000
P61247	RPS3A	13	79847000
P62701	RPS4X	13	96961000
P26639	TARS	13	13247000
P29144	TPP2	13	6780800
P55884	EIF3B	13	15081000
O95831	AIFM1	13	28047000
O15143	ARPC1B	13	49222000
Q15084	PDIA6	13	188990000
Q13263	TRIM28	13	18092000
Q13162	PRDX4	13	46091000
P27348	YWHAQ	13	32538000
O94874	UFL1	13	11722000
O94760	DDAH1	13	29297000
Q5SSJ5	HP1BP3	13	21367000
Q9Y262	EIF3L	13	10948000
Q9NR45	NANS	13	57694000
Q709C8	VPS13C	13	5637800
P49588	AARS	12	13692000
P24752	ACAT1	12	57502000
P05141	SLC25A5	12	214580000
P12429	ANXA3	12	25612000
P07741	APRT	12	20058000
P17655	CAPN2	12	14816000
P47756	CAPZB	12	63129000
P50454	SERPINH1	12	25066000
P14868	DARS	12	16652000
P13804	ETFA	12	80528000
Q92896	GLG1	12	13237000
Q14789	GOLGB1	12	4736900
P01889	HLA-B	12	13591000
P31943	HNRNPH1	12	39644000
P04792	HSPB1	12	66092000
P50213	IDH3A	12	33130000
P16144	ITGB4	12	8359000
Q15046	KARS	12	12845000
P49257	LMAN1	12	25290000
Q02252	ALDH6A1	12	13101000
P14543	NID1	12	11957000
Q01813	PFKP	12	13473000
Q00325	SLC25A3	12	74581000
P62140	PPP1CB	12	2988100
P51888	PRELP	12	27464000
P17980	PSMC3	12	19104000
P29350	PTPN6	12	12585000
Q9H4A4	RNPEP	12	28651000
Q02878	RPL6	12	98349000
P46781	RPS9	12	42243000
P40763	STAT3	12	13031000
P67936	TPM4	12	9704600
P04275	VWF	12	7173800
Q04917	YWHAH	12	35677000
P62805	HIST1H4A	12	1744900000
O75363	BCAS1	12	17092000
Q15029	EFTUD2	12	6769500
Q99805	TM9SF2	12	30045000
O15144	ARPC2	12	39281000
Q9BS26	ERP44	12	26628000
Q14166	TTLL12	12	9618100
Q15393	SF3B3	12	10947000
Q53EL6	PDCD4	12	34434000
Q9H223	EHD4	12	14350000
Q9HC38	GLOD4	12	24797000
Q9P2J5	LARS	12	9679600
Q9Y224	C14orf166	12	16798000
Q8NFW8	CMAS	12	12978000
P16219	ACADS	11	22655000
P38606	ATP6V1A	11	13752000
P04003	C4BPA	11	20268000
P23946	CMA1	11	70010000
P15088	CPA3	11	61582000
P07585	DCN	11	46054000
Q14203	DCTN1	11	6815300
Q16698	DECR1	11	43553000
P00387	CYB5R3	11	32514000
P30084	ECHS1	11	47226000
P10768	ESD	11	18969000
Q02790	FKBP4	11	13541000
Q13045	FLII	11	6858800
P41250	GARS	11	15242000
P22102	GART	11	13925000
P09211	GSTP1	11	137420000
P16402	HIST1H1D	11	10770000
Q12905	ILF2	11	27536000
Q08380	LGALS3BP	11	29033000
Q15233	NONO	11	18777000
Q02818	NUCB1	11	18832000
P23284	PPIB	11	172250000
P62191	PSMC1	11	10512000
Q16401	PSMD5	11	8039300
P62826	RAN	11	55420000
O60749	SNX2	11	8555600
Q16762	TST	11	57507000
P51149	RAB7A	11	36710000
Q02978	SLC25A11	11	28758000
Q9Y265	RUVBL1	11	15923000
Q96AE4	FUBP1	11	15430000
O75131	CPNE3	11	11931000
Q15907	RAB11B	11	31157000
P53992	SEC24C	11	8180100
P43243	MATR3	11	32486000
O00429	DNM1L	11	6504700
P61160	ACTR2	11	47180000
O75947	ATP5H	11	40113000
Q92598	HSPH1	11	6955800
Q9H4M9	EHD1	11	8149800
Q12907	LMAN2	11	20340000
Q9Y3F4	STRAP	11	7052600
Q99497	PARK7	11	89353000
O95865	DDAH2	11	8725800
Q9Y6C9	MTCH2	11	17697000
P30044	PRDX5	11	140200000
Q96F07	CYFIP2	11	0
Q9H2U2	PPA2	11	19824000
O43704	SULT1B1	11	33964000
Q9HC35	EML4	11	13069000
Q9UJU6	DBNL	11	10329000
Q6NUK1	SLC25A24	11	23615000
Q9UHG3	PCYOX1	11	13983000
Q9HCC0	MCCC2	11	11351000
Q8WVV4	POF1B	11	18336000
P02042	HBD	11	26632000
P23526	AHCY	10	17347000
P54819	AK2	10	56334000
P16050	ALOX15	10	8332700
P18085	ARF4	10	27338000
Q13510	ASAH1	10	19323000
P00966	ASS1	10	23620000
P05155	SERPING1	10	18402000
Q13557	CAMK2D	10	11194000
P47755	CAPZA2	10	33167000
P08311	CTSG	10	116080000
Q13011	ECH1	10	39967000
P78344	EIF4G2	10	4164700
P00390	GSR	10	21820000
P10412	HIST1H1E	10	327800000
P06865	HEXA	10	7902700
P07686	HEXB	10	18954000
Q14103	HNRNPD	10	47910000
P34931	HSPA1L	10	0
P60228	EIF3E	10	6593800
P08865	RPSA	10	123520000
O95202	LETM1	10	7750200
P25325	MPST	10	26621000
Q16795	NDUFA9	10	16147000
Q15019	SEPT2	10	27891000
P20774	OGN	10	35259000
O60313	OPA1	10	4182700
P30086	PEBP1	10	73241000
P05165	PCCA	10	8637500
P05166	PCCB	10	8264300
P35232	PHB	10	52024000
P28066	PSMA5	10	44018000
Q99460	PSMD1	10	12279000
O00231	PSMD11	10	18146000
O00232	PSMD12	10	7908600
Q9UL46	PSME2	10	33177000
P26599	PTBP1	10	68650000
P11217	PYGM	10	495590
P61313	RPL15	10	60000000
P46782	RPS5	10	66486000
Q07955	SRSF1	10	16484000
P53007	SLC25A1	10	13659000
P30626	SRI	10	81433000
P37837	TALDO1	10	54301000
P32119	PRDX2	10	85368000
P06753	TPM3	10	9901700
O14980	XPO1	10	7816200
P31946	YWHAB	10	42876000
P61981	YWHAG	10	18112000
P36776	LONP1	10	5776000
Q9UBQ7	GRHPR	10	25598000
Q7L1Q6	BZW1	10	5885400
Q9NY33	DPP3	10	16689000
O95994	AGR2	10	624210000
P22234	PAICS	10	10802000
Q9Y2A7	NCKAP1	10	5358400
Q9UHD8	SEPT9	10	13411000
Q9Y230	RUVBL2	10	10028000
Q9Y4W6	AFG3L2	10	5480700
P30040	ERP29	10	56104000
A1L0T0	ILVBL	10	11704000
Q9Y6Y8	SEC23IP	10	3895000
Q99623	PHB2	10	46179000
Q5T4S7	UBR4	10	3576500
O95834	EML2	10	12769000
O95336	PGLS	10	27676000
Q9UIJ7	AK3	10	11534000
Q8NBQ5	HSD17B11	10	13620000
Q9UJ70	NAGK	10	17805000
Q0VD83	APOBR	10	5558700
Q8N163	CCAR2	10	14931000
Q27J81	INF2	10	7867100
P39060	COL18A1	10	39735000
Q6XQN6	NAPRT	10	15595000
